date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:23:06	4709/4709	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Oct%202021%2014:02:58%20GMT	https://beta-altchains.org/connect/indexb52ab52ab52ab73bb73b.html?w=aktionariat	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/connect/indexb52ab52ab52ab73bb73bb73b.html	(from https://beta-altchains.org/home.html)
06:23:07	4698/4698	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Oct%202021%2014:02:58%20GMT	https://beta-altchains.org/connect/index7d147d147d1492e492e4.html?w=atwallet	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/connect/index7d147d147d1492e492e492e4.html	(from https://beta-altchains.org/home.html)
06:23:07	101948/101948	---M--	200	added ('OK')	image/png	date:Fri,%2028%20May%202021%2023:45:58%20GMT	https://beta-altchains.org/assets/aktionariat.png	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/assets/aktionariat.png	(from https://beta-altchains.org/home.html)
06:23:07	4713/4713	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Oct%202021%2014:02:58%20GMT	https://beta-altchains.org/connect/index1a6a1a6a1a6a79627962.html?w=guard+wallet	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/connect/index1a6a1a6a1a6a796279627962.html	(from https://beta-altchains.org/home.html)
06:23:07	45036/45036	---M--	200	added ('OK')	image/png	date:Fri,%2028%20May%202021%2023:45:58%20GMT	https://beta-altchains.org/assets/atwallet.png	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/assets/atwallet.png	(from https://beta-altchains.org/home.html)
06:23:07	4573/4573	---M--	200	added ('OK')	image/png	date:Fri,%2028%20May%202021%2023:45:58%20GMT	https://beta-altchains.org/assets/guard.png	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/assets/guard.png	(from https://beta-altchains.org/home.html)
06:23:07	4681/4681	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Oct%202021%2014:02:58%20GMT	https://beta-altchains.org/connect/indexbbd9bbd9bbd917471747.html?w=aave	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/connect/indexbbd9bbd9bbd9174717471747.html	(from https://beta-altchains.org/home.html)
06:23:08	5376/5376	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20May%202021%2023:45:58%20GMT	https://beta-altchains.org/assets/aave.jpg	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/assets/aave.jpg	(from https://beta-altchains.org/home.html)
06:23:08	4689/4689	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Oct%202021%2014:02:58%20GMT	https://beta-altchains.org/connect/index6a116a116a11b1b4b1b4.html?w=exodus	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/connect/index6a116a116a11b1b4b1b4b1b4.html	(from https://beta-altchains.org/home.html)
06:23:08	6422/6422	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20May%202021%2023:45:58%20GMT	https://beta-altchains.org/assets/exodus.jpg	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/assets/exodus.jpg	(from https://beta-altchains.org/home.html)
06:23:09	4685/4685	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Oct%202021%2014:02:58%20GMT	https://beta-altchains.org/connect/indexbf5cbf5cbf5cb6f9b6f9.html?w=enjin	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/connect/indexbf5cbf5cbf5cb6f9b6f9b6f9.html	(from https://beta-altchains.org/home.html)
06:23:09	9138/9138	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20May%202021%2023:45:58%20GMT	https://beta-altchains.org/assets/enjin.jpg	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/assets/enjin.jpg	(from https://beta-altchains.org/home.html)
06:23:09	4683/4683	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Oct%202021%2014:02:58%20GMT	https://beta-altchains.org/connect/index1cb01cb01cb0e8a1e8a1.html?w=skale	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/connect/index1cb01cb01cb0e8a1e8a1e8a1.html	(from https://beta-altchains.org/home.html)
06:23:09	3143/3143	---M--	200	added ('OK')	image/png	date:Fri,%2028%20May%202021%2023:46:00%20GMT	https://beta-altchains.org/assets/skale.png	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/assets/skale.png	(from https://beta-altchains.org/home.html)
06:23:10	4691/4691	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Oct%202021%2014:02:58%20GMT	https://beta-altchains.org/connect/indexd316d316d31649214921.html?w=portis	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/connect/indexd316d316d316492149214921.html	(from https://beta-altchains.org/home.html)
06:23:10	2483/2483	---M--	200	added ('OK')	image/png	date:Fri,%2028%20May%202021%2023:46:00%20GMT	https://beta-altchains.org/assets/portis.png	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/assets/portis.png	(from https://beta-altchains.org/home.html)
06:23:10	4687/4687	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Oct%202021%2014:02:58%20GMT	https://beta-altchains.org/connect/index4db64db64db6296d296d.html?w=trezor	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/connect/index4db64db64db6296d296d296d.html	(from https://beta-altchains.org/home.html)
06:23:10	2089/2089	---M--	200	added ('OK')	image/png	date:Fri,%2028%20May%202021%2023:46:00%20GMT	https://beta-altchains.org/assets/trezor.png	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/assets/trezor.png	(from https://beta-altchains.org/home.html)
06:23:11	4707/4707	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Oct%202021%2014:02:58%20GMT	https://beta-altchains.org/connect/indexffebffebffeba838a838.html?w=squarelink	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/connect/indexffebffebffeba838a838a838.html	(from https://beta-altchains.org/home.html)
06:23:11	1380/1380	---M--	200	added ('OK')	image/png	date:Fri,%2028%20May%202021%2023:46:00%20GMT	https://beta-altchains.org/assets/squarelink.png	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/assets/squarelink.png	(from https://beta-altchains.org/home.html)
06:23:11	4683/4683	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Oct%202021%2014:02:58%20GMT	https://beta-altchains.org/connect/indexeb9beb9beb9b078b078b.html?w=torus	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/connect/indexeb9beb9beb9b078b078b078b.html	(from https://beta-altchains.org/home.html)
06:23:11	2673/2673	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20May%202021%2023:46:00%20GMT	https://beta-altchains.org/assets/torus.jpg	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/assets/torus.jpg	(from https://beta-altchains.org/home.html)
06:23:12	4691/4691	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Oct%202021%2014:02:58%20GMT	https://beta-altchains.org/connect/index4df74df74df747ac47ac.html?w=vechain	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/connect/index4df74df74df747ac47ac47ac.html	(from https://beta-altchains.org/home.html)
06:23:12	5902/5902	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20May%202021%2023:46:00%20GMT	https://beta-altchains.org/assets/vechain.jpg	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/assets/vechain.jpg	(from https://beta-altchains.org/home.html)
06:23:12	4723/4723	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Oct%202021%2014:02:58%20GMT	https://beta-altchains.org/connect/index678067806780cf94cf94.html?w=scatter+wallet	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/connect/index678067806780cf94cf94cf94.html	(from https://beta-altchains.org/home.html)
06:23:12	6312/6312	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20May%202021%2023:46:00%20GMT	https://beta-altchains.org/assets/scatter.jpg	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/assets/scatter.jpg	(from https://beta-altchains.org/home.html)
06:23:13	4709/4709	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Oct%202021%2014:02:58%20GMT	https://beta-altchains.org/connect/index851b851b851b760e760e.html?w=math+wallet	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/connect/index851b851b851b760e760e760e.html	(from https://beta-altchains.org/home.html)
06:23:13	110899/110899	---M--	200	added ('OK')	image/png	date:Fri,%2028%20May%202021%2023:45:58%20GMT	https://beta-altchains.org/assets/math-wallet.png	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/assets/math-wallet.png	(from https://beta-altchains.org/home.html)
06:23:14	4701/4701	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Oct%202021%2014:02:58%20GMT	https://beta-altchains.org/connect/indexdcc9dcc9dcc9f06ff06f.html?w=fortmatic	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/connect/indexdcc9dcc9dcc9f06ff06ff06f.html	(from https://beta-altchains.org/home.html)
06:23:14	1901/1901	---M--	200	added ('OK')	image/png	date:Fri,%2028%20May%202021%2023:45:58%20GMT	https://beta-altchains.org/assets/fortmatic.png	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/assets/fortmatic.png	(from https://beta-altchains.org/home.html)
06:23:14	4693/4693	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Oct%202021%2014:02:58%20GMT	https://beta-altchains.org/connect/index6d756d756d758c1c8c1c.html?w=digitex	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/connect/index6d756d756d758c1c8c1c8c1c.html	(from https://beta-altchains.org/home.html)
06:23:14	4245/4245	---M--	200	added ('OK')	image/png	date:Fri,%2028%20May%202021%2023:45:58%20GMT	https://beta-altchains.org/assets/digitex.png	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/assets/digitex.png	(from https://beta-altchains.org/home.html)
06:23:14	4689/4689	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Oct%202021%2014:02:58%20GMT	https://beta-altchains.org/connect/indexea66ea66ea6647534753.html?w=ledger	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/connect/indexea66ea66ea66475347534753.html	(from https://beta-altchains.org/home.html)
06:23:15	1381/1381	---M--	200	added ('OK')	image/png	date:Fri,%2028%20May%202021%2023:45:58%20GMT	https://beta-altchains.org/assets/ledger.png	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/assets/ledger.png	(from https://beta-altchains.org/home.html)
06:23:15	4687/4687	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Oct%202021%2014:02:58%20GMT	https://beta-altchains.org/connect/indexd858d858d85842424242.html?w=defiat	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/connect/indexd858d858d858424242424242.html	(from https://beta-altchains.org/home.html)
06:23:15	3266/3266	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20May%202021%2023:45:58%20GMT	https://beta-altchains.org/assets/defiat.jpg	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/assets/defiat.jpg	(from https://beta-altchains.org/home.html)
06:23:15	4699/4699	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Oct%202021%2014:02:58%20GMT	https://beta-altchains.org/connect/indexd03dd03dd03d518e518e.html?w=authereum	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/connect/indexd03dd03dd03d518e518e518e.html	(from https://beta-altchains.org/home.html)
06:23:16	35248/35248	---M--	200	added ('OK')	image/png	date:Fri,%2028%20May%202021%2023:45:58%20GMT	https://beta-altchains.org/assets/authereum.png	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/assets/authereum.png	(from https://beta-altchains.org/home.html)
06:23:16	4715/4715	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Oct%202021%2014:02:58%20GMT	https://beta-altchains.org/connect/indexb08cb08cb08c2cf32cf3.html?w=flare+wallet	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/connect/indexb08cb08cb08c2cf32cf32cf3.html	(from https://beta-altchains.org/home.html)
06:23:16	3841/3841	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20May%202021%2023:45:58%20GMT	https://beta-altchains.org/assets/flare.jpg	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/assets/flare.jpg	(from https://beta-altchains.org/home.html)
06:23:17	4691/4691	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Oct%202021%2014:02:58%20GMT	https://beta-altchains.org/connect/indexf78ff78ff78f28782878.html?w=zelcore	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/connect/indexf78ff78ff78f287828782878.html	(from https://beta-altchains.org/home.html)
06:23:17	4695/4695	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Oct%202021%2014:02:58%20GMT	https://beta-altchains.org/connect/indexc865c865c865cccccccc.html?w=bitkeep	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/connect/indexc865c865c865cccccccccccc.html	(from https://beta-altchains.org/home.html)
06:23:17	24688/24688	---M--	200	added ('OK')	image/png	date:Fri,%2028%20May%202021%2023:45:58%20GMT	https://beta-altchains.org/assets/bitkeep.png	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/assets/bitkeep.png	(from https://beta-altchains.org/home.html)
06:23:18	121111/121111	---M--	200	added ('OK')	image/png	date:Fri,%2028%20May%202021%2023:46:00%20GMT	https://beta-altchains.org/assets/zelcore.png	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/assets/zelcore.png	(from https://beta-altchains.org/home.html)
06:23:18	4689/4689	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Oct%202021%2014:02:58%20GMT	https://beta-altchains.org/connect/indexef39ef39ef3915231523.html?w=coin98	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/connect/indexef39ef39ef39152315231523.html	(from https://beta-altchains.org/home.html)
06:23:19	24758/24758	---M--	200	added ('OK')	image/png	date:Fri,%2028%20May%202021%2023:46:00%20GMT	https://beta-altchains.org/assets/trustvault.png	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/assets/trustvault.png	(from https://beta-altchains.org/home.html)
06:23:19	5981/5981	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Oct%202021%2014:02:16%20GMT	https://beta-altchains.org/connect/index06200620062007c51007c5.html?w=trust+vault	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/connect/index06200620062007c51007c507c5.html	(from https://beta-altchains.org/home.html)
06:23:19	22879/22879	---M--	200	added ('OK')	image/png	date:Fri,%2028%20May%202021%2023:45:58%20GMT	https://beta-altchains.org/assets/Electrum.png	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/assets/Electrum.png	(from https://beta-altchains.org/home.html)
06:23:19	4711/4711	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Oct%202021%2014:02:58%20GMT	https://beta-altchains.org/connect/index06200620062007c51107c5.html?w=trust+vault	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/connect/index06200620062007c51107c507c5.html	(from https://beta-altchains.org/home.html)
06:23:19	19005/19005	---M--	200	added ('OK')	image/png	date:Fri,%2028%20May%202021%2023:45:58%20GMT	https://beta-altchains.org/assets/exodus.png	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/assets/exodus.png	(from https://beta-altchains.org/home.html)
06:23:20	1208/1208	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2028%20May%202021%2023:45:58%20GMT	https://beta-altchains.org/assets/discord.svg	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/assets/discord.svg	(from https://beta-altchains.org/home.html)
06:23:20	339/339	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2028%20May%202021%2023:46:00%20GMT	https://beta-altchains.org/assets/telegram.svg	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/assets/telegram.svg	(from https://beta-altchains.org/home.html)
06:23:20	250063/250063	---M--	200	added ('OK')	image/png	date:Fri,%2028%20May%202021%2023:45:58%20GMT	https://beta-altchains.org/assets/coin98.png	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/assets/coin98.png	(from https://beta-altchains.org/home.html)
06:23:20	789/789	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2028%20May%202021%2023:46:00%20GMT	https://beta-altchains.org/assets/twitter.svg	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/assets/twitter.svg	(from https://beta-altchains.org/home.html)
06:23:20	859/859	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2028%20May%202021%2023:45:58%20GMT	https://beta-altchains.org/assets/github.svg	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/assets/github.svg	(from https://beta-altchains.org/home.html)
06:23:21	5465/5465	---M-Z	200	added ('OK')	text/css	date:Sat,%2005%20Jun%202021%2006:01:36%20GMT	https://beta-altchains.org/form/assets/main.css	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/form/assets/main.css	(from https://beta-altchains.org/form/meta.html)
06:23:21	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Dec%202021%2005:23:22%20GMT	https://beta-altchains.org/.form/meta.html	C:/My%20Web%20Sites/beta-altchain.com/beta-altchains.org/.form/meta.html	(from https://beta-altchains.org/index-2.html)
